지점,일자,일최고 기온 (℃),일최저 기온 (℃),기온차,일강수량,평균해면기압,평균습도,일사합,일조합
11,2005-03-27,17.6,6,11.6,,1016.8,61,19.73,8.1
11,2005-03-28,11.8,4.4,7.4,,1011.4,64,7.44,3.2
11,2005-03-29,10.3,2.2,8.1,,1014.4,31,22.49,10.6
11,2005-03-30,12.1,2.2,9.9,,1013.6,48,20.53,10.2
11,2005-03-31,15.5,3.5,12,,1017.1,49,18.37,9
11,2005-04-01,16.1,6.3,9.8,,1018.9,32,14.83,6.9
11,2005-04-02,15.8,6.5,9.3,,1015.1,45,14.14,6.1
11,2005-04-03,14.5,5.6,8.9,3.5,1016.9,62,17.08,6.2
11,2005-04-04,14.3,4.1,10.2,,1019.1,44,21.5,9.3
11,2005-04-05,19,7.3,11.7,,1016.7,41,20.43,10.2
11,2005-04-06,17.7,9.6,8.1,7,1008.9,70,0.88,0
11,2005-04-07,16.1,10.5,5.6,,1009.7,74,4.59,0
11,2005-04-08,22.5,7.5,15,,1015.8,42,20.05,7.6
11,2005-04-09,15.8,11.3,4.5,41.5,1011.7,72,1.66,0
11,2005-04-10,17.1,9.1,8,17,1010.7,70,17.56,5.6
11,2005-04-11,18.2,10.1,8.1,,1016.2,51,17.65,6.2
11,2005-04-12,14.6,7.8,6.8,,1013.6,62,10.03,1.2
11,2005-04-13,15.8,6.4,9.4,,1015.1,52,22.96,10
11,2005-04-14,14.3,6.3,8,,1017.3,49,21.57,9.3
11,2005-04-15,15.3,4.6,10.7,,1022,33,24.85,10.4
11,2005-04-16,15.8,5.5,10.3,,1021.5,24,24.61,10.6
11,2005-04-17,19.2,7.5,11.7,,1021.3,32,16.7,5.5
11,2005-04-18,18.8,10.3,8.5,4.5,1022.6,61,5.22,1.4
11,2005-04-19,22,12.1,9.9,15,1017.3,67,8.9,0.4
11,2005-04-20,13,7.9,5.1,6,1008.6,58,18.56,6.8
11,2005-04-21,13.3,7.4,5.9,,1007.5,57,23.86,10.7
11,2005-04-22,16.8,7.3,9.5,,1014.3,52,24.82,11.2
11,2005-04-23,19.6,7.5,12.1,,1018.9,43,25.82,11.6
11,2005-04-24,20.2,9.3,10.9,0,1017,47,18.68,7.2
11,2005-04-25,19.3,9.6,9.7,,1013.2,55,25.54,10.8
11,2005-04-26,20.3,9.1,11.2,,1011.6,49,25.77,11.5
11,2005-04-27,20.6,13,7.6,0.2,1005.4,50,15.28,4.2
11,2005-04-28,22.8,14.5,8.3,,1001.8,72,14.17,3.5
11,2005-04-29,25.3,13.8,11.5,,1006.4,62,21.64,8
11,2005-04-30,29.8,19.2,10.6,,1004,65,18.74,7.1
11,2005-06-01,24.2,15.5,8.7,2.5,1003,58,9.09,2.8
11,2005-06-02,22.2,17.6,4.6,0.5,1000.7,78,5.74,0.6
11,2005-06-03,22.6,15.6,7,,1003.7,75,15.28,4.7
11,2005-06-04,23.6,15.8,7.8,0,1007.9,72,10.64,1.9
11,2005-06-05,29.1,16,13.1,,1011.6,53,26.45,10.8
11,2005-06-06,27.1,18.2,8.9,,1013.1,57,17.91,5.1
11,2005-06-07,25.1,18.3,6.8,,1013.3,60,5.8,0.1
11,2005-06-08,27.7,18.3,9.4,,1013.2,58,21.5,9.3
11,2005-06-09,28,18.6,9.4,,1008.8,60,17.6,4.5
11,2005-06-10,23.1,18,5.1,13.5,1001,86,1.74,0.2
11,2005-06-11,26.8,16.6,10.2,,1000.1,69,27.88,11
11,2005-06-12,27.5,17.5,10,0,1003.6,69,24.13,8.4
11,2005-06-13,31.3,18.7,12.6,,1006,62,21.5,8.1
11,2005-06-14,31.8,20.3,11.5,3,1006.3,61,18.6,7.5
11,2005-06-15,24.3,19,5.3,0.5,1006,68,7.54,0.1
11,2005-06-16,25.2,17.8,7.4,0,1007.9,69,14.66,3.5
11,2005-06-17,26.3,19.7,6.6,1.5,1006.9,70,23.4,8.2
11,2005-06-18,27.2,20.6,6.6,,1004.5,69,13.75,0.9
11,2005-06-19,29.3,19.7,9.6,0,1003.3,66,20.93,7.1
11,2005-06-20,29.5,19,10.5,,1003.6,68,22.35,8.4
11,2005-06-21,29.1,22,7.1,,1003.3,67,19.05,4.2
11,2005-06-22,29.2,21,8.2,,1004.3,69,19.05,5.9
11,2005-06-23,30.8,20.7,10.1,,1005.7,67,24.53,9.2
11,2005-06-24,32,21.2,10.8,,1006,64,23.47,8.8
11,2005-06-25,29.2,22.2,7,,1006.4,66,15.62,0.9
11,2005-06-26,29.1,21.1,8,95.5,1002.5,75,6.98,0
11,2005-06-27,24.2,20.7,3.5,37,999.5,89,0.7,0
11,2005-06-28,28,20.5,7.5,,1005.1,72,18.59,4.9
11,2005-06-29,24.3,21.7,2.6,13.5,1006,90,0.66,0
11,2005-06-30,31.1,22.3,8.8,1,1006.9,80,9.97,1.2
11,2005-07-01,26.5,21.6,4.9,55,1003.7,85,5.51,0.6
11,2005-07-02,26.1,22.8,3.3,1,1001.8,88,2.23,0
11,2005-07-03,23.5,20.2,3.3,17.5,999,92,0.19,0
11,2005-07-04,28.8,20,8.8,,998.6,71,24.94,8.9
11,2005-07-05,26.3,21.6,4.7,0,999.6,81,6.05,0.2
11,2005-07-06,29,22.1,6.9,,1001.3,74,12.86,4.2
11,2005-07-07,28.5,22.1,6.4,8.5,1006.1,73,19.02,5.2
11,2005-07-08,29.1,22.1,7,11,1005.9,73,17.09,4.8
11,2005-07-09,23.7,21.3,2.4,40,1000.3,88,2.64,0
11,2005-07-10,26.2,20.6,5.6,,1005.5,78,9.33,0.8
11,2005-07-11,23.3,19.5,3.8,15.5,1003.6,87,2.08,0
11,2005-07-12,27,18.3,8.7,,1008,70,15.42,4.5
11,2005-07-13,26.1,21.8,4.3,1.5,1009.4,79,5.44,0.1
11,2005-07-14,29.6,22.1,7.5,0,1013.2,71,15.74,2.7
11,2005-07-15,30.1,22,8.1,,1014.5,72,13.25,1.6
11,2005-07-16,29.1,24.2,4.9,,1015,75,9.92,0.9
11,2005-07-17,26.3,23.5,2.8,0.2,1013.7,79,3.58,0
11,2005-07-18,31.2,23.5,7.7,,1013.5,74,21.17,6.1
11,2005-07-19,30.7,23.3,7.4,,1011.2,76,14.49,2
11,2005-07-20,31.7,23.8,7.9,,1008.1,74,21.65,6.1
11,2005-07-21,32.5,23.7,8.8,,1008.1,72,20.7,6.5
11,2005-07-22,34.2,24.3,9.9,,1008.7,67,20.82,7.8
11,2005-07-23,33.9,26.2,7.7,,1007.7,68,16.44,3.3
11,2005-07-24,33.5,27,6.5,3,1007,71,10.48,0.4
11,2005-07-25,30.8,25.7,5.1,0,1005.1,71,10.3,0.3
11,2005-07-26,32.2,24.1,8.1,,1002.8,68,20.41,7.3
11,2005-07-27,29.6,24.7,4.9,0.2,1003.6,73,10.11,1.2
11,2005-07-28,26,20.8,5.2,115,1000.1,90,0.77,0
11,2005-07-29,28.5,22.2,6.3,,1003.5,77,13.52,2.6
11,2005-07-30,29.5,24.3,5.2,,1006.4,78,12.75,1.3
11,2005-07-31,30.2,23,7.2,1,1005.7,72,12.31,0
11,2005-08-01,27,23.2,3.8,26.5,1000.8,84,4.99,0
11,2005-08-02,29.1,24.1,5,0.5,1001.8,80,6.84,0.7
11,2005-08-03,27.7,23.6,4.1,19,1003.1,87,4.31,0.5
11,2005-08-04,32.5,24.3,8.2,,1008.1,70,17.83,6.4
11,2005-08-05,34.2,25.5,8.7,,1010,70,18.11,7.5
11,2005-08-06,35,25.8,9.2,0.5,1009.2,69,18.74,7.5
11,2005-08-07,30.1,24.3,5.8,0,1009.6,72,10.85,0.9
11,2005-08-08,30.2,23.7,6.5,16,1008.4,80,10.48,1.6
11,2005-08-09,29.5,24.3,5.2,15,1006.4,76,8.8,1.7
11,2005-08-10,28.2,23.5,4.7,57.5,1007.5,86,3.96,0.2
11,2005-08-11,27.5,23.2,4.3,25,1007.6,85,5.47,0.3
11,2005-08-12,26.8,24.6,2.2,1,1010.9,85,0.54,0
11,2005-08-13,30.1,25.1,5,0.5,1012.7,78,12.11,1.1
11,2005-08-14,31.1,25.2,5.9,,1011.1,75,21.33,8.1
11,2005-08-15,31.3,25,6.3,0.5,1008.4,79,15.63,3.8
11,2005-08-16,33,25.2,7.8,,1007,74,19.97,6.7
11,2005-08-17,32.4,25.3,7.1,4.5,1007,74,13.93,4.7
11,2005-08-18,30,22.7,7.3,8,1007.6,81,9.44,2.5
11,2005-08-19,22.7,20,2.7,6.5,1007.1,84,1.25,0
11,2005-08-20,28.2,19.3,8.9,0.5,1006.5,65,11.86,3.5
11,2005-08-21,28.2,20.5,7.7,,1007.7,61,16.93,3
11,2005-08-22,26,20.7,5.3,0,1011.7,69,11.55,0.4
11,2005-08-23,29.2,19.1,10.1,,1013,47,25.58,10.4
11,2005-08-24,23.6,16.5,7.1,39.5,1010,62,5.2,0.1
11,2005-08-25,18.6,16.7,1.9,38.5,1004.8,93,1.46,0
11,2005-08-26,25.3,16.7,8.6,,1011,76,19.36,6.8
11,2005-08-27,27.8,21,6.8,,1012.3,73,16.09,6.2
11,2005-08-28,27.3,20.2,7.1,25.5,1012,82,12.24,4.2
11,2005-08-29,29,21.7,7.3,,1011.1,74,17.65,6.3
11,2005-08-30,28,22,6,,1009.5,77,8.53,0.2
11,2005-08-31,31.2,20,11.2,,1011.1,70,17.81,7.8
11,2005-09-01,30.2,25.3,4.9,0.1,1012.9,73,13.77,3.6
11,2005-09-02,27.7,23.2,4.5,0.5,1013.9,78,6.58,0.5
11,2005-09-03,27.3,21.6,5.7,,1013.9,69,9.84,0.6
11,2005-09-04,26,20.2,5.8,,1015,63,15.6,3.6
11,2005-09-05,27.3,18.2,9.1,,1013.6,48,23.69,9.8
11,2005-09-06,25.7,19.2,6.5,,1005.9,53,15.47,4.5
11,2005-09-07,27.8,18.8,9,,1006.2,60,15.94,5.6
11,2005-09-08,28.7,19.7,9,,1012,66,13.45,4.8
11,2005-09-09,23.7,21.6,2.1,2.5,1014.2,80,2.2,0
11,2005-09-10,28.2,20,8.2,,1015,74,14.04,4.2
11,2005-09-11,30.8,21.6,9.2,,1016.1,66,16.7,7.1
11,2005-09-12,29,22.7,6.3,0.1,1017,68,13.05,4.1
11,2005-09-13,24.6,16.7,7.9,90.5,1010.5,85,2.4,0.1
11,2005-09-14,25,16.2,8.8,,1015.2,72,12.05,5.1
11,2005-09-15,26.7,16.5,10.2,,1017.5,60,20.04,9.8
11,2005-09-16,26.6,18.7,7.9,0,1014.6,63,14.4,5
11,2005-09-17,23.7,21.1,2.6,74,1014.2,86,0.5,0
11,2005-09-18,27.2,20.2,7,0.5,1018.5,80,14.35,5.2
11,2005-09-19,22.2,18.3,3.9,0,1017.9,80,2.79,0
11,2005-09-20,23.5,16,7.5,0.1,1015.1,72,7.11,0.8
11,2005-09-21,20.7,13.8,6.9,40,1014.1,87,0.39,0
11,2005-09-22,19,14.8,4.2,0.5,1014.4,87,3.15,0
11,2005-09-23,23.2,16.6,6.6,,1016.3,72,9.32,2.8
11,2005-09-24,25.7,17.1,8.6,,1016.3,66,15.36,5.7
11,2005-09-25,24.7,16.6,8.1,,1017.8,66,14.52,4.8
11,2005-09-26,25.6,17.5,8.1,,1020,66,13.6,6.5
11,2005-09-27,26.1,17.8,8.3,,1021.8,67,13.42,5.4
11,2005-09-28,26.5,16.3,10.2,,1020.7,64,16.92,8.5
11,2005-09-29,25.2,15.8,9.4,0,1018.8,59,13.44,5.6
11,2005-09-30,21.2,16,5.2,104.5,1015.1,91,0.01,0
11,2005-10-01,21.6,18.8,2.8,14.5,1014.3,91,2.16,0
11,2005-10-02,24.2,15.6,8.6,0,1017.1,62,13.73,5.7
11,2005-10-03,19.2,14.1,5.1,0.1,1018.3,61,4.54,0
11,2005-10-04,21.7,13.6,8.1,,1019,58,16.08,7.3
11,2005-10-05,22.3,11,11.3,,1019.2,60,,7.4
11,2005-10-06,24.9,10.5,14.4,,1018.8,56,17.35,8.8
11,2005-10-07,17.1,13.1,4,19.5,1014.5,85,0.82,0
11,2005-10-08,20.6,13.8,6.8,,1017.8,72,15.37,7.6
11,2005-10-09,21.8,11.8,10,,1023.1,72,13.9,7.9
11,2005-10-10,23.1,12.6,10.5,,1024.2,63,16.52,9.6
11,2005-10-11,23.2,12.5,10.7,,1023.4,64,15.2,9.3
11,2005-10-12,23.2,12.6,10.6,,1021,65,17.04,9.9
11,2005-10-13,21.7,14.6,7.1,,1017.3,69,8.5,1.4
11,2005-10-14,17.8,12.3,5.5,2,1016.5,49,16.48,8.3
11,2005-10-15,19,10.3,8.7,,1015,54,13.66,7.3
11,2005-10-16,20.2,9.1,11.1,,1017.1,56,16.44,9.6
11,2005-10-17,21.7,9.3,12.4,,1020.7,68,13.84,9.2
11,2005-10-18,20,12.6,7.4,,1024.4,70,9.8,5.2
11,2005-10-19,21.2,11.1,10.1,,1026.5,66,12.77,7.4
11,2005-10-20,21.7,11.1,10.6,,1024.6,60,13.99,8.4
11,2005-10-21,14.8,9.1,5.7,13.5,1018.3,77,1.34,0.1
11,2005-10-22,12.3,5.1,7.2,,1021.3,49,16.15,9.3
11,2005-10-23,15.5,3,12.5,,1018.8,54,15.74,9.3
11,2005-10-24,18.5,7,11.5,,1018.7,65,12.01,8.5
11,2005-10-25,19.5,10.1,9.4,,1023.2,67,11.24,6.6
11,2005-10-26,19.8,11.6,8.2,,1024.4,68,10.24,5.8
11,2005-10-27,20,10.1,9.9,,1023.7,75,9.56,4.5
11,2005-10-28,16.2,8.5,7.7,3,1018.7,68,9.51,5.1
11,2005-10-29,12.5,7.1,5.4,,1017.7,57,11.89,7.8
11,2005-10-30,11.8,4.5,7.3,,1019.7,64,6.72,3.7
11,2005-10-31,15.3,3.9,11.4,,1023.8,59,13.53,9
11,2005-11-01,17.5,7.9,9.6,,1023.6,67,9.7,5.8
11,2005-11-02,17.3,11.1,6.2,0,1022.3,66,8.05,2.4
11,2005-11-03,20.7,12.1,8.6,0.5,1020.4,70,8.03,3.5
11,2005-11-04,21.8,12.6,9.2,,1018.3,73,8.12,4.6
11,2005-11-05,20.7,12.1,8.6,0.1,1013.3,70,7.72,4.3
11,2005-11-06,18.1,8.5,9.6,30,1006.9,78,4.23,0.8
11,2005-11-07,15.3,6,9.3,1,1014,46,12.41,8.6
11,2005-11-08,12.1,4.8,7.3,,1018.5,50,11.03,6.2
11,2005-11-09,15.3,5.4,9.9,,1018.8,54,11.73,8.5
11,2005-11-10,17.7,9.8,7.9,0,1015.1,74,5.66,1.7
11,2005-11-11,17.2,8.6,8.6,,1016.3,40,6.2,2
11,2005-11-12,13.8,4.6,9.2,,1022.6,35,11.28,7.6
11,2005-11-13,12.1,5.6,6.5,0,1023.7,46,3.36,0.8
11,2005-11-14,10,3.2,6.8,,1023.3,35,10.82,6.3
11,2005-11-15,6.9,1.1,5.8,,1024.1,37,12.5,8.3
11,2005-11-16,7.9,-1.1,9,,1025.9,38,11.7,8.6
11,2005-11-17,8.1,-0.8,8.9,,1027.6,39,11.62,8.8
11,2005-11-18,7.5,0.4,7.1,,1031.6,38,10.83,8.8
11,2005-11-19,7.3,-0.5,7.8,,1031.8,37,10.84,8.7
11,2005-11-20,8.3,-1,9.3,,1029.3,48,11.28,8.7
11,2005-11-21,10,2.2,7.8,0.3,1025.3,62,9.19,6.1
11,2005-11-22,9.3,0.8,8.5,,1027.1,46,11.09,8.8
11,2005-11-23,13.3,3.5,9.8,0.2,1021.7,61,8.43,6.7
11,2005-11-24,12.6,5.4,7.2,,1019.4,54,10.14,7.8
11,2005-11-25,13.1,3.9,9.2,,1017.2,64,7.84,7.1
11,2005-11-26,12.5,4.1,8.4,0,1014.5,72,4.56,3.5
11,2005-11-27,12.1,6,6.1,3.5,1017.1,77,6.01,3.8
11,2005-11-28,12.1,4,8.1,9,1013.4,71,1.56,0
11,2005-11-29,7.5,-0.2,7.7,0,1016.2,58,6.67,4.8
11,2005-11-30,8.8,-0.8,9.6,,1018.8,51,9.37,8.9
11,2005-12-01,11.1,2.5,8.6,0.3,1018.3,61,5.41,3.3
11,2005-12-02,4,-2,6,,1025.4,46,10.04,8.9
11,2005-12-03,2.7,-3.2,5.9,5,1023.1,50,7.97,6.6
11,2005-12-04,-1.7,-7.5,5.8,1.8,1014.8,60,9.76,8.4
11,2005-12-05,-1.8,-8.8,7,,1021.2,52,9.14,8.7
11,2005-12-06,0.1,-5.5,5.6,,1025.6,65,6.56,4.2
11,2005-12-07,2,-4.9,6.9,,1025.1,63,9.33,8.1
11,2005-12-08,0.8,-4.6,5.4,,1027.6,53,9.9,8.7
11,2005-12-09,1.7,-4.9,6.6,,1029.2,52,7.3,5.4
11,2005-12-10,0.4,-7.5,7.9,,1028,40,7.16,5.6
11,2005-12-11,-2.7,-9.1,6.4,,1027.1,42,9.74,8.3
11,2005-12-12,-5.5,-10.1,4.6,,1024.1,43,,
11,2005-12-13,-5,-11.6,6.6,,1023.8,43,10.05,9
11,2005-12-14,-2,-11.5,9.5,,1025.1,47,9.33,8.9
11,2005-12-15,-0.4,-8.8,8.4,,1023.5,54,9.28,8.8
11,2005-12-16,0.4,-6.5,6.9,,1023.2,50,7.12,6.5
11,2005-12-17,-5.8,-13.3,7.5,,1027.8,30,8.62,7.6
11,2005-12-18,-3.7,-14,10.3,0.8,1029.3,62,5.84,3.9
11,2005-12-19,0.3,-9.8,10.1,,1029.4,58,9.99,8.8
11,2005-12-20,1.3,-7.5,8.8,,1028.7,50,7.28,6.4
11,2005-12-21,-1.7,-9.6,7.9,1.1,1017.6,58,7.43,5.8
11,2005-12-22,-3.2,-11.1,7.9,0.4,1017.1,56,8.64,6.9
11,2005-12-23,0.2,-5.3,5.5,0.1,1017.5,68,4.9,3.7
11,2005-12-24,-0.5,-8.6,8.1,,1024.1,39,9,8.6
11,2005-12-25,2,-6.9,8.9,0.5,1019.2,51,6.99,5.5
11,2005-12-26,-4,-10.1,6.1,,1028,43,9.69,9
11,2005-12-27,-3.2,-10.1,6.9,,1032.3,41,9.63,8.9
11,2005-12-28,-0.4,-9.1,8.7,,1033,39,8.56,8.8
11,2005-12-29,1.2,-6.8,8,,1032.3,49,6.11,6.3
11,2005-12-30,4.3,-2,6.3,0.3,1030.1,65,4.32,2.8
11,2005-12-31,5.5,-2,7.5,,1029.3,62,5.96,1.7
11,2006-01-01,1.8,0.6,1.2,0,1024.1,80,1.41,0
11,2006-01-02,3.9,-2.4,6.3,0,1021.5,72,7.19,4.9
11,2006-01-03,1.2,-4.5,5.7,,1025.1,38,9.37,8.7
11,2006-01-04,-4.4,-8.3,3.9,,1027.4,43,4.64,0.1
11,2006-01-05,-2.5,-10,7.5,,1028.2,40,9.6,8.9
11,2006-01-06,-3.9,-10.1,6.2,,1025.2,44,9.1,7.1
11,2006-01-07,-1.8,-9.6,7.8,,1027.3,39,9.91,9
11,2006-01-08,0.4,-8.5,8.9,,1028,45,8.85,7.2
11,2006-01-09,3,-7,10,0.3,1024.2,58,7.72,6.5
11,2006-01-10,2.4,-2.2,4.6,,1024.5,73,6.68,4.9
11,2006-01-11,3.5,-5.3,8.8,,1030.4,46,7.97,7.7
11,2006-01-12,4.5,-2.4,6.9,6.5,1027.7,49,4.17,2.7
11,2006-01-13,6,1.8,4.2,26.5,1016.5,93,0.62,0
11,2006-01-14,9.3,1.7,7.6,,1017.8,72,7.44,4.1
11,2006-01-15,7.5,0.8,6.7,,1020.8,70,6.3,3.5
11,2006-01-16,3.9,-0.2,4.1,,1022.9,68,2.56,0
11,2006-01-17,4.8,-1.2,6,,1027.4,51,5.9,1.5
11,2006-01-18,5.5,-1.7,7.2,,1027.3,55,7.9,6.9
11,2006-01-19,6.9,-1.6,8.5,,1027.5,56,8.83,7.2
11,2006-01-20,6.5,0.2,6.3,,1024.5,56,7.32,4.1
11,2006-01-21,5.1,-2.2,7.3,,1019.9,49,9.49,8.3
11,2006-01-22,-0.6,-6,5.4,,1022.9,39,11.43,9.3
11,2006-01-23,-0.4,-8,7.6,,1030.2,45,11.61,9.3
11,2006-01-24,1.7,-7.6,9.3,,1031.6,43,11.44,9.4
11,2006-01-25,3.2,-4.5,7.7,,1030.7,47,7.51,6.7
11,2006-01-26,3.9,-2.5,6.4,,1026.2,62,9.3,8.1
11,2006-01-27,5.5,-1.1,6.6,,1023.3,62,9.09,6.5
11,2006-01-28,6,-3,9,,1025,54,8.09,3.8
11,2006-01-29,8.1,-0.4,8.5,0,1024.9,58,5.31,1.4
11,2006-01-30,8.1,2.9,5.2,0,1027.8,65,7.41,3.3
11,2006-01-31,6.3,1.1,5.2,1,1025.4,81,3.43,0
11,2006-02-01,5.4,-2.5,7.9,0,1023.6,60,8.55,5.3
11,2006-02-02,1,-8.6,9.6,,1028.7,46,11.42,8.3
11,2006-02-03,-8.6,-14.1,5.5,,1037.6,39,12.97,9.4
11,2006-02-04,-4.6,-13.1,8.5,,1037.8,38,13.36,9.6
11,2006-02-05,-1.6,-10.3,8.7,,1033.8,36,9.69,5.1
11,2006-02-06,4.9,-3.9,8.8,,1022,29,10.99,6.1
11,2006-02-07,1.2,-4.8,6,8.4,1014.7,81,1.99,0
11,2006-02-08,-3.9,-9.3,5.4,,1030.7,53,12.73,8.8
11,2006-02-09,-1.2,-10.3,9.1,0.9,1031.9,66,10.36,5.7
11,2006-02-10,4,-1.7,5.7,,1018.8,65,7.14,3.6
11,2006-02-11,5.1,-2.7,7.8,,1019.4,54,11.23,8
11,2006-02-12,2.5,-5.9,8.4,,1027.8,43,14.56,9.6
11,2006-02-13,10.6,-2,12.6,0.1,1019.8,48,11.71,6.3
11,2006-02-14,7.5,4.4,3.1,5.5,1013.7,93,0.87,0
11,2006-02-15,6.5,2.9,3.6,,1019.6,78,3.72,0
11,2006-02-16,6.9,-5.1,12,,1022.5,51,11.07,5.4
11,2006-02-17,-1.3,-8.1,6.8,,1031.7,37,15.29,9.5
11,2006-02-18,5.3,-5.3,10.6,,1028.3,55,12.77,8.4
11,2006-02-19,8,-1,9,,1026.3,61,10.63,7.3
11,2006-02-20,9.1,-0.1,9.2,,1024.1,66,12.72,8.8
11,2006-02-21,8.6,-0.5,9.1,,1022.3,65,11.43,6.7
11,2006-02-22,7.3,-1.5,8.8,0.5,1022.6,57,11.41,5.8
11,2006-02-23,6.1,-3.4,9.5,,1029.3,41,15.03,9.4
11,2006-02-24,11.5,-1.7,13.2,,1030.1,33,15.38,10.2
11,2006-02-25,10.8,2.7,8.1,,1024.1,33,9.65,1.4
11,2006-02-26,7.5,-3.5,11,0.2,1024.5,52,11.66,5
11,2006-02-27,4.4,-4.6,9,,1033,32,14.19,8.9
11,2006-02-28,4.8,0.5,4.3,0.1,1027.2,63,4.4,0
11,2006-03-01,2.5,-2.4,4.9,3.8,1018.7,72,12.55,6
11,2006-03-02,2,-2.9,4.9,1,1017.4,58,11.53,4.8
11,2006-03-03,5.1,-3.2,8.3,,1022.3,50,17.04,10.6
11,2006-03-04,10,-2.2,12.2,3,1022.1,57,13.25,6.3
11,2006-03-05,12.6,4.5,8.1,0,1019.3,71,12.1,6
11,2006-03-06,12.1,0.6,11.5,,1020.4,63,15.45,9.1
11,2006-03-07,11.1,1.2,9.9,,1020.1,56,13.67,7.9
11,2006-03-08,10.3,0.5,9.8,,1024.7,55,14.46,6.3
11,2006-03-09,15.6,6.8,8.8,0,1020.7,37,10.64,2.4
11,2006-03-10,14.6,7,7.6,0,1016.4,69,10.75,3
11,2006-03-11,9.8,0.8,9,,1015.8,61,6.9,0
11,2006-03-12,1,-6.4,7.4,,1021.5,34,14.87,7.6
11,2006-03-13,3,-6.9,9.9,0,1019.8,41,10.36,3.2
11,2006-03-14,4.9,-3.7,8.6,,1020.6,49,17.99,9.7
11,2006-03-15,11,-0.4,11.4,,1017.1,63,14.51,7.7
11,2006-03-16,6.9,3,3.9,4.5,1008.7,87,1.75,0
11,2006-03-17,15.1,3.2,11.9,,1014.9,67,12.5,4.6
11,2006-03-18,13.1,3.7,9.4,,1009.4,50,12.38,4.3
11,2006-03-19,8.8,0.8,8,,1018,32,21.02,11.1
11,2006-03-20,8.5,0.6,7.9,,1019.5,49,8.86,0.9
11,2006-03-21,16.2,2.9,13.3,,1017.1,36,17.91,9.9
11,2006-03-22,17.2,6,11.2,0,1010.7,49,12.38,3.6
11,2006-03-23,10.8,3,7.8,,1013,43,20.76,11.1
11,2006-03-24,12,0.8,11.2,,1016.7,29,19.86,11
11,2006-03-25,14.8,4.4,10.4,0,1015.4,49,15.3,7.3
11,2006-03-26,11.8,1.8,10,,1017.6,24,19.28,9.2
11,2006-03-27,12.1,2.9,9.2,,1011.4,43,17.52,9
11,2006-03-28,4.9,1,3.9,0.2,1009.6,52,9.78,2.5
11,2006-03-29,7.1,-0.3,7.4,1.5,1011.6,48,14.15,6.1
11,2006-03-30,9.3,0.2,9.1,,1016.4,42,22.55,11.6
11,2006-03-31,14.1,1.1,13,,1017.9,32,17.35,9.1
11,2006-04-01,11.6,7.5,4.1,16.5,1007.9,71,1.58,0
11,2006-04-02,11.1,5.3,5.8,0.5,1003.9,84,4.42,2.2
11,2006-04-03,18.7,4.3,14.4,,1013,65,18.57,8.6
11,2006-04-04,14.5,10.8,3.7,1.5,1009,64,4.9,1.1
11,2006-04-05,17.5,7.3,10.2,,1011.5,46,20.85,9.5
11,2006-04-06,13,5.6,7.4,,1015.7,49,8.21,0.1
11,2006-04-07,13.3,7.9,5.4,,1011,66,12.49,1.6
11,2006-04-08,14.1,6.6,7.5,,1016.6,40,15.26,2.5
11,2006-04-09,21.7,8.8,12.9,0.1,1015.3,46,11.75,2.7
11,2006-04-10,18.6,11.6,7,11.5,1008.4,68,12.44,2.5
11,2006-04-11,22.2,13.1,9.1,,1004.6,54,14.83,3
11,2006-04-12,21.2,11,10.2,,1008.8,58,18.91,8.4
11,2006-04-13,12,7.8,4.2,,1016.8,59,6.52,0.8
11,2006-04-14,18.8,6.6,12.2,,1022,38,21.46,9.5
11,2006-04-15,16.2,8.8,7.4,,1016.7,32,10.93,3.1
11,2006-04-16,12.6,2.9,9.7,,1016.6,34,26.23,12.4
11,2006-04-17,14.3,4.6,9.7,,1015,45,8.98,0.7
11,2006-04-18,17.7,12.1,5.6,0,1013.8,53,5.2,0
11,2006-04-19,16.6,3.2,13.4,16,1005.8,85,1.97,0.2
11,2006-04-20,9.3,3.2,6.1,0,1005.8,58,7.53,0.7
11,2006-04-21,16.7,5.5,11.2,,1008.9,47,24.8,12
11,2006-04-22,17.2,8,9.2,,1007.1,45,20.58,7.8
11,2006-04-23,13.1,7.1,6,3.5,1007.5,75,6.89,1.4
11,2006-04-24,15.3,5.9,9.4,,1011,51,21.28,10.7
11,2006-04-25,16.5,6.1,10.4,,1014.5,34,24.14,11.2
11,2006-04-26,16.7,8.3,8.4,0,1013,44,10.36,0.4
11,2006-04-27,18.7,9.1,9.6,0.2,1013.7,63,22.18,8.9
11,2006-04-28,18.5,7.5,11,,1011.7,50,18.7,7
11,2006-04-29,17.7,10.8,6.9,,1004.5,54,17.49,6
11,2006-04-30,20.1,12.6,7.5,2,1000.7,70,7.76,1
11,2006-05-01,23.8,12.6,11.2,,1004.6,47,17.73,7.5
11,2006-05-02,23.7,12.8,10.9,,1012.4,32,26.55,12.6
11,2006-05-03,21.2,10.8,10.4,,1018.1,42,23.06,10.4
11,2006-05-04,24.7,11.3,13.4,0.2,1018.2,53,20.66,8
11,2006-05-05,23.6,18.1,5.5,3.5,1014.4,66,6.73,0
11,2006-05-06,18.8,13.5,5.3,93,1004.8,89,1.86,0
11,2006-05-07,26.5,12.3,14.2,,1011.2,58,24.97,11.5
11,2006-05-08,26.7,15.6,11.1,,1016.7,53,26.93,12.5
11,2006-05-09,27.6,15.8,11.8,,1013.9,56,24.64,10.5
